"[Zr], M","[BDC], M",Modulator,"[Mod], M",[H$_2$O]:[Zr] ratio,"Aging, h","T, $^o$C",Number of DMF washes,Total washes,Last  solvent in pores,"Activation T, $^o$C","Activation time, h","Time of synthesis, h",Zr source,Size
0.06847618145634016,0.06839146933443016,241.420618322346,14.981142857142856,23.969828571428575,0.0,120.0,2,2,169.5081325301205,150.0,12.0,24.0,False,75.0
0.06847618145634016,0.06839146933443016,241.420618322346,14.981142857142856,23.969828571428575,24.0,120.0,2,2,169.5081325301205,150.0,12.0,24.0,False,30.0
0.06847618145634016,0.06839146933443016,241.420618322346,14.981142857142856,23.969828571428575,48.0,120.0,2,2,169.5081325301205,150.0,12.0,24.0,False,15.0
0.06560182090861835,0.06552066466812513,241.420618322346,29.962285714285713,11.984914285714288,0.0,120.0,2,2,169.5081325301205,150.0,12.0,24.0,False,125.0
0.06560182090861835,0.06552066466812513,241.420618322346,29.962285714285713,11.984914285714288,24.0,120.0,2,2,169.5081325301205,150.0,12.0,24.0,False,75.0
0.06560182090861835,0.06552066466812513,241.420618322346,29.962285714285713,11.984914285714288,48.0,120.0,2,2,169.5081325301205,150.0,12.0,24.0,False,75.0
0.06654355728320376,0.06646123601737071,241.420618322346,29.962285714285713,0.0,0.0,120.0,2,2,169.5081325301205,150.0,12.0,24.0,False,520.0
0.06654355728320376,0.06646123601737071,241.420618322346,29.962285714285713,0.0,24.0,120.0,2,2,169.5081325301205,150.0,12.0,24.0,False,460.0
0.06654355728320376,0.06646123601737071,241.420618322346,29.962285714285713,0.0,48.0,120.0,2,2,169.5081325301205,150.0,12.0,24.0,False,300.0
0.07273770282264184,0.07264771875784855,108.86559923906148,0.0,23.96982857142857,0.0,120.0,2,2,169.5081325301205,150.0,12.0,24.0,False,50.0
0.07273770282264184,0.07264771875784855,108.86559923906148,0.0,23.96982857142857,24.0,120.0,2,2,169.5081325301205,150.0,12.0,24.0,False,10.0
0.08773642573925118,0.08950754515040289,272.86463855421687,6.355636363636363,0.0,0.5,120.0,5,2,229.5665249232223,150.0,8.0,72.0,False,220.0
0.08082567987622796,0.08245729330636431,272.86463855421687,19.06690909090909,0.0,0.5,120.0,5,2,229.5665249232223,150.0,8.0,72.0,False,277.0
0.07776309233561306,0.0793328818631248,272.86463855421687,25.422545454545453,0.0,0.5,120.0,5,2,229.5665249232223,150.0,8.0,72.0,False,550.0
0.07627327136408686,0.07548940391906017,109.53659638554217,0.16830666666666663,4.440706666666666,0.5,110.0,0,3,229.5665249232223,80.0,0.0,0.5,False,15.0
0.07627327136408686,0.07548940391906017,109.53659638554217,0.16830666666666663,4.440706666666666,0.5,110.0,0,3,229.5665249232223,80.0,0.0,1.0,False,20.0
0.07627327136408686,0.07548940391906017,109.53659638554217,0.16830666666666663,4.440706666666666,0.5,110.0,0,3,229.5665249232223,80.0,0.0,3.0,False,30.0
0.07627327136408686,0.07548940391906017,109.53659638554217,0.16830666666666663,4.440706666666666,0.5,110.0,0,3,229.5665249232223,80.0,0.0,5.0,False,81.0
0.07627327136408686,0.07548940391906017,109.53659638554217,0.16830666666666663,4.440706666666666,0.5,110.0,0,3,229.5665249232223,80.0,0.0,10.0,False,79.0
0.07627327136408686,0.07548940391906017,109.53659638554217,0.16830666666666663,4.440706666666666,0.5,110.0,0,3,229.5665249232223,80.0,0.0,15.0,False,205.0
0.07627327136408686,0.07548940391906017,109.53659638554217,0.16830666666666663,4.440706666666666,0.5,110.0,0,3,229.5665249232223,80.0,0.0,20.0,False,210.0
0.017110537098219566,0.017001362540198062,108.86559923906148,0.0,10.195500000000001,0.0,120.0,0,3,229.5665249232223,80.0,0.0,24.0,False,89.0
0.017439613540353966,0.01744483233244625,342.44948364888126,50.016209999999994,1.3320732857142856,0.0,120.0,4,4,328.97561279601166,200.0,24.0,24.0,False,795.0
0.013632377177351199,0.01359049638126546,416.0487951807229,1.000166641509434,1.6252707924528302,0.0,120.0,2,4,229.5665249232223,90.0,12.0,24.0,False,500.0
0.013619054390541898,0.013577214524142185,416.0487951807229,2.000333283018868,3.250541584905661,0.0,120.0,2,4,229.5665249232223,90.0,12.0,24.0,False,900.0
0.018170460309920256,0.01815471444459261,416.0487951807229,1.0000933584905658,1.6246845283018865,0.0,120.0,2,4,229.5665249232223,90.0,12.0,24.0,False,150.0
0.018146676073116787,0.01813095081835064,416.0487951807229,2.0002966415094336,3.250303415094339,0.0,120.0,2,4,229.5665249232223,90.0,12.0,24.0,False,660.0
0.027151980662008853,0.02715395532488898,416.0487951807229,0.9997930599369084,1.6252518359621453,0.0,120.0,2,4,229.5665249232223,90.0,12.0,24.0,False,50.0
0.03365575547074305,0.05901355305259406,241.420618322346,10.195500000000001,0.0,0.0,120.0,1,2,151.39025191675793,80.0,12.0,24.0,False,65.0
0.03681151628583425,0.03677678450254789,108.86559923906148,0.0,3.7631895348837205,0.0,120.0,3,6,326.85773092369476,170.0,12.0,21.0,False,108.0
0.030417097447306096,0.030388398818634116,241.420618322346,99.99041860465117,3.763189534883721,0.0,120.0,3,6,326.85773092369476,170.0,12.0,21.0,False,273.0
0.02591085999746165,0.025886413018228114,241.420618322346,199.9998055813954,3.7631895348837205,0.0,120.0,3,6,326.85773092369476,170.0,12.0,21.0,False,623.0
0.03232899163899927,0.03229848913204592,311.6533132530121,99.99041860465115,3.7631895348837205,0.0,120.0,3,6,326.85773092369476,170.0,12.0,21.0,False,143.0
0.02881400982016179,0.028786823709790407,311.6533132530121,199.99980558139535,3.7631895348837205,0.0,120.0,3,6,326.85773092369476,170.0,12.0,21.0,False,477.0
0.04295902533501329,0.08586555643950526,108.86559923906148,0.0,3.0005150214592273,0.0,120.0,1,1,328.97561279601166,100.0,12.0,24.0,False,170.0
0.025746652935118436,0.025883344368867755,108.86559923906148,0.0,0.0,0.0,120.0,3,9,169.5081325301205,120.0,18.0,24.0,False,111.0
0.025491735579325187,0.025627073632542335,241.420618322346,6.000779999999999,0.0,0.0,120.0,3,9,169.5081325301205,120.0,18.0,24.0,False,167.0
0.02452062184296994,0.024650804160826434,241.420618322346,30.003899999999998,0.0,0.0,120.0,3,9,169.5081325301205,120.0,18.0,24.0,False,164.0
0.022100131274779774,0.022217462977568887,241.420618322346,100.01299999999998,0.0,0.0,120.0,3,9,169.5081325301205,120.0,18.0,24.0,False,706.0
0.02484378027245681,0.02497567826920819,311.6533132530121,30.0039,10.44796,0.0,120.0,3,9,169.5081325301205,120.0,18.0,24.0,False,90.0
0.025280907826413974,0.02541512657500181,311.6533132530121,15.001949999999999,5.227864000000001,0.0,120.0,3,9,169.5081325301205,120.0,18.0,24.0,False,118.0
0.025746652935118436,0.025883344368867755,342.44948364888126,30.003899999999998,0.0,0.0,120.0,3,9,169.5081325301205,120.0,18.0,24.0,False,208.0
0.02431223128906368,0.02444130724161261,272.86463855421687,30.0039,0.0,0.0,120.0,3,9,169.5081325301205,120.0,18.0,24.0,False,115.0
0.0348308811033239,0.037133036083561895,241.420618322346,6.525120000000001,20.693952000000003,0.0,120.0,3,7,169.5081325301205,120.0,12.0,24.0,False,130.0
0.0331108163566814,0.035299283267672225,241.420618322346,32.625600000000006,20.693952000000007,0.0,120.0,3,7,169.5081325301205,120.0,12.0,24.0,False,190.0
0.02899429198234399,0.0309106762818861,241.420618322346,107.66448000000003,20.693952000000003,0.0,120.0,3,7,169.5081325301205,120.0,12.0,24.0,False,350.0
0.019683380461346787,0.018430456326767503,241.420618322346,35.13165829145729,0.0,0.0,120.0,1,2,151.39025191675793,60.0,12.0,48.0,False,92.0
0.020494335736354275,0.019189791127430328,342.44948364888126,35.13165829145729,0.0,0.0,120.0,1,2,151.39025191675793,60.0,12.0,48.0,False,320.0
0.043016749142749396,0.042974486782914434,342.44948364888126,9.99975382165605,3.0046574522292993,0.0,120.0,2,2,236.29277108433735,95.0,19.0,24.0,False,96.0
0.017164435290078956,0.017155239872389094,342.44948364888126,49.423899999999996,0.0,0.0,120.0,3,3,169.5081325301205,60.0,8.0,12.0,False,717.0
0.017164435290078956,0.01569760511199002,241.420618322346,19.991176470588236,0.0,0.0,120.0,1,2,229.5665249232223,60.0,12.0,24.0,False,253.0
0.008853015774615967,0.00788948180130311,342.44948364888126,29.609788235294115,0.0,0.0,120.0,3,4,169.5081325301205,120.0,36.0,24.0,False,210.0
0.027070058037886265,0.03787272927145229,108.86559923906148,0.0,7.001017377567141,0.0,100.0,1,1,229.5665249232223,150.0,24.0,12.0,False,108.0
0.026978027271846883,0.03774397238877492,108.86559923906148,0.0,14.00203475513428,0.0,100.0,1,1,229.5665249232223,150.0,24.0,12.0,False,88.0
0.026808762751936135,0.037507160582576714,108.86559923906148,0.0,27.003924170616116,0.0,100.0,1,1,229.5665249232223,150.0,24.0,12.0,False,76.0
0.0266288372877675,0.037255433438735275,108.86559923906148,0.0,41.00595892575039,0.0,100.0,1,1,229.5665249232223,150.0,24.0,12.0,False,24.0
0.026288571274529302,0.03677937969028705,108.86559923906148,0.0,68.00988309636651,0.0,100.0,1,1,229.5665249232223,150.0,24.0,12.0,False,16.0
0.16300640656974336,0.16221062991664328,261.75611015490534,1.9119238974358974,6.600808205128203,0.0,120.0,3,3,229.5665249232223,200.0,3.0,24.0,False,234.0
0.14024014866894122,0.1395555140064976,261.75611015490534,1.9119238974358974,61.74564102564102,0.0,120.0,3,3,229.5665249232223,200.0,3.0,24.0,False,20.0
0.008139898625395353,0.008122072902950795,261.75611015490534,23.172090566037735,80.02505660377359,0.0,50.0,5,5,328.97561279601166,200.0,16.0,24.0,False,100.0
0.008139898625395353,0.008122072902950795,261.75611015490534,23.172090566037735,80.02505660377359,0.0,70.0,5,5,328.97561279601166,200.0,16.0,24.0,False,200.0
0.025646816081538796,0.025649324745388568,108.86559923906148,0.0,7.200275352973874,0.0,110.0,3,6,229.5665249232223,100.0,12.0,24.0,False,106.5
0.025561849656883982,0.025564350009674896,108.86559923906148,0.0,14.400550705947747,0.0,110.0,3,6,229.5665249232223,100.0,12.0,24.0,False,118.2
0.02539359462378691,0.025396078518577045,108.86559923906148,0.0,28.801101411895498,0.0,110.0,3,6,229.5665249232223,100.0,12.0,24.0,False,90.2
0.02522754010689478,0.02523000775892939,108.86559923906148,0.0,43.20165211784325,0.0,110.0,3,6,229.5665249232223,100.0,12.0,24.0,False,66.9
0.02506477404707361,0.025067225778015758,108.86559923906148,0.0,57.50219899944414,0.0,110.0,3,6,229.5665249232223,100.0,12.0,24.0,False,71.4
0.025646816081538796,0.03847198732666344,108.86559923906148,0.0,7.200275352973874,0.0,110.0,3,6,229.5665249232223,100.0,12.0,24.0,False,82.5
0.025561849656883982,0.038344531848286734,108.86559923906148,0.0,14.400550705947747,0.0,110.0,3,6,229.5665249232223,100.0,12.0,24.0,False,87.9
0.02539359462378691,0.03809213773120109,108.86559923906148,0.0,28.801101411895498,0.0,110.0,3,6,229.5665249232223,100.0,12.0,24.0,False,66.4
0.02522754010689478,0.037843044539707126,108.86559923906148,0.0,43.20165211784325,0.0,110.0,3,6,229.5665249232223,100.0,12.0,24.0,False,23.7
0.02506477404707361,0.0375988842598992,108.86559923906148,0.0,57.50219899944414,0.0,110.0,3,6,229.5665249232223,100.0,12.0,24.0,False,23.1
0.025646816081538796,0.05011477297048476,108.86559923906148,0.0,7.200275352973874,0.0,110.0,3,6,229.5665249232223,100.0,12.0,24.0,False,91.9
0.025561849656883982,0.04994874561378863,108.86559923906148,0.0,14.400550705947747,0.0,110.0,3,6,229.5665249232223,100.0,12.0,24.0,False,53.0
0.02539359462378691,0.04961996941178393,108.86559923906148,0.0,28.801101411895498,0.0,110.0,3,6,229.5665249232223,100.0,12.0,24.0,False,29.2
0.02522754010689478,0.04929549309517936,108.86559923906148,0.0,43.20165211784325,0.0,110.0,3,6,229.5665249232223,100.0,12.0,24.0,False,26.5
0.02506477404707361,0.04897744253836542,108.86559923906148,0.0,57.50219899944414,0.0,110.0,3,6,229.5665249232223,100.0,12.0,24.0,False,20.2
0.03396453115183077,0.04716886487697935,108.86559923906148,0.0,0.0,0.0,120.0,2,3,151.39025191675793,300.0,1.0,24.0,False,156.0
0.09000600755235152,0.12499749192399527,311.6533132530121,23.091051251489873,0.0,0.0,120.0,2,3,151.39025191675793,300.0,1.0,24.0,False,117.0
0.09000600755235152,0.12499749192399527,241.420618322346,22.035566150178784,0.0,0.0,120.0,2,3,151.39025191675793,300.0,1.0,24.0,False,129.0
0.025026074580808938,0.025118589248027214,311.6533132530121,102.89921379310344,0.0,0.0,123.0,4,1,229.5665249232223,120.0,24.0,24.0,False,600.0
0.03540926489509667,0.035231464890926906,241.420618322346,20.052279069767444,0.0,0.0,120.0,2,2,328.97561279601166,200.0,24.0,72.0,False,81.0
0.03450218387590665,0.03432893858388559,241.420618322346,33.086260465116275,0.0,0.0,120.0,2,2,328.97561279601166,200.0,24.0,72.0,False,104.0
0.03338176017518748,0.033214140849682515,241.420618322346,50.1306976744186,0.0,0.0,120.0,2,2,328.97561279601166,200.0,24.0,72.0,False,129.0
0.03047108898825015,0.030318084971781043,241.420618322346,100.26139534883721,0.0,0.0,120.0,2,2,328.97561279601166,200.0,24.0,72.0,False,345.0
0.028029421140566425,0.027888677433787045,241.420618322346,150.39209302325582,0.0,0.0,120.0,2,2,328.97561279601166,200.0,24.0,72.0,False,343.0
0.025950028741769042,0.02581972625646862,241.420618322346,200.52279069767448,0.0,0.0,120.0,2,2,328.97561279601166,200.0,24.0,72.0,False,402.0
0.024156271436584248,0.024034975917604253,241.420618322346,250.653488372093,0.0,0.0,120.0,2,2,328.97561279601166,200.0,24.0,72.0,False,465.0
0.022595846114174478,0.02248238593517268,241.420618322346,300.7841860465116,0.0,0.0,120.0,2,2,328.97561279601166,200.0,24.0,72.0,False,595.0
0.03590536667996668,0.03572507560743726,311.6533132530121,20.052279069767444,0.0,0.0,120.0,2,2,328.97561279601166,200.0,24.0,72.0,False,77.0
0.035284000261659586,0.035106829246891694,311.6533132530121,33.086260465116275,0.0,0.0,120.0,2,2,328.97561279601166,200.0,24.0,72.0,False,278.0
0.03450218387590665,0.03432893858388559,311.6533132530121,50.130697674418606,0.0,0.0,120.0,2,2,328.97561279601166,200.0,24.0,72.0,False,301.0
0.032394255507083705,0.0322315947237746,311.6533132530121,100.26139534883723,0.0,0.0,120.0,2,2,328.97561279601166,200.0,24.0,72.0,False,137.0
0.030526541379493552,0.030373258920774276,311.6533132530121,150.3920930232558,0.0,0.0,120.0,2,2,328.97561279601166,200.0,24.0,72.0,False,261.0
0.028864713237129257,0.028719775290828333,311.6533132530121,200.52279069767445,0.0,0.0,120.0,2,2,328.97561279601166,200.0,24.0,72.0,False,577.0
0.027374479544299203,0.027237024485812642,311.6533132530121,250.65348837209302,0.0,0.0,120.0,2,2,328.97561279601166,200.0,24.0,72.0,False,664.0
0.026030567732009423,0.025899860837500194,311.6533132530121,300.7841860465116,0.0,0.0,120.0,2,2,328.97561279601166,200.0,24.0,72.0,False,635.0
0.03589139843772589,0.03571117750371914,272.86463855421687,10.02613953488372,0.0,0.0,120.0,2,2,328.97561279601166,200.0,24.0,72.0,False,345.0
0.03492999136173191,0.03475459792647802,272.86463855421687,20.05227906976744,0.0,0.0,120.0,2,2,328.97561279601166,200.0,24.0,72.0,False,266.0
0.0967642998037277,0.12829130924316548,311.6533132530121,13.274430379746835,0.0,0.0,120.0,2,5,229.5665249232223,120.0,24.0,24.0,False,500.0
0.09217735801116451,0.12220988490398524,272.86463855421687,13.274430379746837,0.0,0.0,120.0,2,5,229.5665249232223,120.0,24.0,24.0,False,400.0
0.10169927909371781,0.1348341660145669,342.44948364888126,13.274430379746837,0.0,0.0,120.0,2,5,229.5665249232223,120.0,24.0,24.0,False,350.0
0.036695034348731434,0.03669920655379125,241.420618322346,3.002008333333333,5.993227777777777,0.0,120.0,2,4,189.23519793459553,160.0,12.0,72.0,False,165.0
0.030489467452596654,0.030492934088141067,241.420618322346,100.06694444444445,5.993227777777777,0.0,120.0,2,4,189.23519793459553,160.0,12.0,72.0,False,812.0
0.036308362141487194,0.03631249038213144,272.86463855421687,6.0342255555555555,5.993227777777777,0.0,120.0,2,4,189.23519793459553,160.0,12.0,72.0,False,200.0
0.03358260295254686,0.03358642127588262,272.86463855421687,35.246976333333336,5.993227777777777,0.0,120.0,2,4,189.23519793459553,160.0,12.0,72.0,False,340.0
0.03630038402146946,0.036388744560005896,272.86463855421687,6.001726218097447,3.0035665893271464,0.0,120.0,2,2,229.5665249232223,200.0,24.0,72.0,False,164.0
0.036004701474203635,0.03603375081266743,241.420618322346,12.003452436194895,3.0008631090487237,0.0,120.0,3,6,326.85773092369476,100.0,12.0,72.0,False,220.0
0.034309829023075965,0.034337510903361526,241.420618322346,36.01035730858469,3.000863109048724,0.0,120.0,3,6,326.85773092369476,100.0,12.0,72.0,False,220.0
0.030482853859514505,0.0305074480570179,241.420618322346,100.05580510440834,3.0008631090487237,0.0,120.0,3,6,326.85773092369476,100.0,12.0,72.0,False,440.0
0.035704944096149376,0.03573375158415543,272.86463855421687,12.003452436194896,3.000863109048724,0.0,120.0,3,6,326.85773092369476,100.0,12.0,72.0,False,440.0
0.03350703854791268,0.03353407272022474,272.86463855421687,36.010357308584695,3.000863109048724,0.0,120.0,3,6,326.85773092369476,100.0,12.0,72.0,False,520.0
0.036915600679961594,0.036945384950760635,108.86559923906148,0.0,3.0008631090487237,0.0,120.0,3,6,326.85773092369476,100.0,12.0,72.0,False,222.0
0.008712251245721895,0.008709863943716952,342.44948364888126,19.999701492537312,0.0,0.0,120.0,3,5,229.5665249232223,25.0,12.0,24.0,False,142.0
0.008712251245721895,0.008709863943716952,342.44948364888126,79.99880597014925,0.0,0.0,120.0,3,5,229.5665249232223,25.0,12.0,24.0,False,1100.0
0.049928130310890884,0.050026448683260144,342.44948364888126,9.999946148571428,2.996228571428571,0.0,120.0,3,6,189.23519793459553,25.0,12.0,72.0,False,100.0
0.049928130310890884,0.050026448683260144,108.86559923906148,0.0,2.996228571428571,0.0,120.0,3,6,189.23519793459553,25.0,12.0,72.0,False,100.0
0.043696374498324426,0.04378242130985856,241.420618322346,49.99040914285714,2.996228571428571,0.0,120.0,3,6,189.23519793459553,25.0,12.0,72.0,False,100.0
0.04854352396269785,0.04863911577107045,241.420618322346,9.999946148571427,2.9962285714285715,0.0,120.0,3,6,189.23519793459553,25.0,12.0,72.0,False,150.0
0.045634836008687334,0.04572470003467377,311.6533132530121,49.99040914285713,2.9962285714285706,0.0,120.0,3,6,189.23519793459553,25.0,12.0,72.0,False,150.0
0.04900603934746986,0.04910254194019475,311.6533132530121,9.999946148571428,2.996228571428571,0.0,120.0,3,6,189.23519793459553,25.0,12.0,72.0,False,100.0
0.048091197178415264,0.04818589826580687,272.86463855421687,9.999946148571427,2.996228571428571,0.0,120.0,3,6,189.23519793459553,25.0,12.0,72.0,False,150.0
0.04389881148357789,0.08621110358987653,311.6533132530121,100.44024,0.0,0.0,120.0,3,6,151.39025191675793,150.0,18.0,24.0,False,150.0
