"[Zr], M","[BDC], M",Modulator,"[Mod],M",[H$_2$O]:[Zr] ratio,"Aging, h","T, $^o$C",Number of DMF washes,Total washes,Last  solvent in pores,"Activation T, $^o$C","Activation time, h","Time of synthesis, h",Zr source,Area
0.025646816081538796,0.03847198732666344,1105.0042574257425,0.0,7.200275352973874,0.0,110.0,3,6,1233.1089167845357,100.0,12.0,24.0,False,1150.0
0.07627327136408686,0.07548940391906017,1163.0186262376237,0.16830666666666663,4.440706666666666,0.5,110.0,0,3,1233.1089167845357,80.0,0.0,15.0,False,1153.0
0.018406025152432386,0.018485920603429337,1320.229446605375,33.78390532544378,0.0,0.0,120.0,3,6,1233.1089167845357,250.0,12.0,24.0,False,1191.0
0.07627327136408686,0.07548940391906017,1163.0186262376237,0.16830666666666663,4.440706666666666,0.5,110.0,0,3,1233.1089167845357,80.0,0.0,1.0,False,1192.0
0.02539359462378691,0.03809213773120109,1105.0042574257425,0.0,28.801101411895498,0.0,110.0,3,6,1233.1089167845357,100.0,12.0,24.0,False,1201.0
0.02539359462378691,0.025396078518577045,1105.0042574257425,0.0,28.801101411895498,0.0,110.0,3,6,1233.1089167845357,100.0,12.0,24.0,False,1207.0
0.19662882045334987,0.1952201650290414,1162.8317281728173,3.9985415549597856,1.0456985874530829,0.0,120.0,0,3,1233.1089167845357,150.0,10.0,24.0,False,1217.0
0.02522754010689478,0.04929549309517936,1105.0042574257425,0.0,43.20165211784325,0.0,110.0,3,6,1233.1089167845357,100.0,12.0,24.0,False,1218.0
0.08773642573925118,0.08950754515040289,1402.6343131188119,6.355636363636363,0.0,0.5,120.0,5,2,1233.1089167845357,150.0,8.0,72.0,False,1223.0
0.16178327697112121,0.16210186027014167,1296.5647502250224,1.9851555555555553,7.472076190476191,0.0,220.0,2,3,1233.1089167845357,150.0,2.0,20.0,False,1235.0
0.16178327697112121,0.283378066842618,1296.5647502250224,1.9851555555555553,7.472076190476191,0.0,160.0,2,3,1233.1089167845357,150.0,2.0,20.0,False,1240.0
0.16178327697112121,0.32360334328002355,1296.5647502250224,1.9851555555555553,7.472076190476191,0.0,160.0,2,3,1233.1089167845357,150.0,2.0,20.0,False,1245.0
0.008712251245721895,0.008709863943716952,1335.2527227722774,19.999701492537312,0.0,0.0,120.0,3,5,1233.1089167845357,25.0,12.0,24.0,False,1256.0
0.16178327697112121,0.2023271367075472,1296.5647502250224,1.9851555555555553,7.472076190476191,0.0,160.0,2,3,1233.1089167845357,150.0,2.0,20.0,False,1265.0
0.16178327697112121,0.2425524131449527,1296.5647502250224,1.9851555555555553,7.472076190476191,0.0,160.0,2,3,1233.1089167845357,150.0,2.0,20.0,False,1270.0
0.02506477404707361,0.025067225778015758,1105.0042574257425,0.0,57.50219899944414,0.0,110.0,3,6,1233.1089167845357,100.0,12.0,24.0,False,1272.0
0.02522754010689478,0.02523000775892939,1105.0042574257425,0.0,43.20165211784325,0.0,110.0,3,6,1233.1089167845357,100.0,12.0,24.0,False,1288.0
0.008712251245721895,0.008709863943716952,1335.2527227722774,79.99880597014925,0.0,0.0,120.0,3,5,1233.1089167845357,25.0,12.0,24.0,False,1309.0
0.017774445857986175,0.017851599798409706,1320.229446605375,67.56781065088758,0.0,0.0,120.0,3,6,1233.1089167845357,250.0,12.0,24.0,False,1314.0
0.01718477229871649,0.01725936662974208,1320.229446605375,101.35171597633136,0.0,0.0,120.0,3,6,1233.1089167845357,250.0,12.0,24.0,False,1334.0
0.025561849656883982,0.025564350009674896,1105.0042574257425,0.0,14.400550705947747,0.0,110.0,3,6,1233.1089167845357,100.0,12.0,24.0,False,1336.0
0.16178327697112121,0.32360334328002355,1296.5647502250224,1.9851555555555553,7.472076190476191,0.0,100.0,2,3,1233.1089167845357,150.0,2.0,20.0,False,1340.0
0.07627327136408686,0.07548940391906017,1163.0186262376237,0.16830666666666663,4.440706666666666,0.5,110.0,0,3,1233.1089167845357,80.0,0.0,20.0,False,1340.0
0.16178327697112121,0.16210186027014167,1296.5647502250224,1.9851555555555553,7.472076190476191,0.0,160.0,2,3,1233.1089167845357,150.0,2.0,20.0,False,1350.0
0.008712251245721895,0.008709863943716952,1335.2527227722774,39.999402985074624,0.0,0.0,120.0,3,5,1233.1089167845357,25.0,12.0,24.0,False,1357.0
0.08413938867685763,0.08583789534922773,1402.6343131188119,12.711272727272727,0.0,0.5,120.0,5,2,1233.1089167845357,150.0,8.0,72.0,False,1369.0
0.09217735801116451,0.12220988490398524,1402.6343131188119,13.274430379746837,0.0,0.0,120.0,2,5,1233.1089167845357,120.0,24.0,24.0,False,1389.0
0.0967642998037277,0.12829130924316548,1448.2931368136813,13.274430379746835,0.0,0.0,120.0,2,5,1233.1089167845357,120.0,24.0,24.0,False,1393.0
0.08082567987622796,0.08245729330636431,1402.6343131188119,19.06690909090909,0.0,0.5,120.0,5,2,1233.1089167845357,150.0,8.0,72.0,False,1398.0
0.19918827404961886,0.19776128261442788,1162.8317281728173,0.9996353887399464,0.261404654155496,0.0,120.0,0,3,1233.1089167845357,150.0,10.0,24.0,False,1400.0
0.031998798489529696,0.031999036898814184,1296.5647502250224,9.375352018237896,323.69965401636045,0.0,120.0,3,3,1233.1089167845357,0.0,0.0,24.0,False,1404.0
0.031998798489529696,0.031999036898814184,1296.5647502250224,3.7501408072951588,129.47361137186536,0.0,120.0,3,3,1233.1089167845357,0.0,0.0,24.0,False,1423.0
0.19831136014326636,0.19689065094853225,1162.8317281728173,1.999270777479893,0.5228492937265415,0.0,120.0,0,3,1233.1089167845357,150.0,10.0,24.0,False,1442.0
0.19744218962695534,0.1960277071987737,1162.8317281728173,2.9989061662198395,0.7842139624664878,0.0,120.0,0,3,1233.1089167845357,150.0,10.0,24.0,False,1443.0
0.16178327697112121,0.2425524131449527,1296.5647502250224,1.9851555555555553,7.472076190476191,0.0,100.0,2,3,1233.1089167845357,150.0,2.0,20.0,False,1450.0
0.16178327697112121,0.16210186027014167,1296.5647502250224,1.9851555555555553,7.472076190476191,0.0,100.0,2,3,1233.1089167845357,150.0,2.0,24.0,False,1455.0
0.16178327697112121,0.2023271367075472,1296.5647502250224,1.9851555555555553,7.472076190476191,0.0,100.0,2,3,1233.1089167845357,150.0,2.0,20.0,False,1470.0
0.16178327697112121,0.283378066842618,1296.5647502250224,1.9851555555555553,7.472076190476191,0.0,100.0,2,3,1233.1089167845357,150.0,2.0,20.0,False,1475.0
0.07776309233561306,0.0793328818631248,1402.6343131188119,25.422545454545453,0.0,0.5,120.0,5,2,1233.1089167845357,150.0,8.0,72.0,False,1479.0
0.007126305723113139,0.007148016613495457,1320.229446605375,263.10967741935485,0.0,0.0,120.0,3,6,1233.1089167845357,250.0,3.0,24.0,False,1492.0
0.1952407405220618,0.19384202934865244,1296.5647502250224,3.998541554959785,13.804964718498658,0.0,120.0,0,3,1233.1089167845357,150.0,10.0,24.0,False,1518.0
0.19293437690451576,0.19155218859694467,1296.5647502250224,5.997812332439679,20.707447077747993,0.0,120.0,0,3,1233.1089167845357,150.0,10.0,24.0,False,1524.0
0.02488843117061449,0.024980437007163063,1320.229446605375,70.31379310344828,0.0,0.0,123.0,4,1,1233.1089167845357,120.0,24.0,24.0,False,1525.0
0.19177852753413166,0.19040461976998,1296.5647502250224,6.997447721179625,24.166185522788204,0.0,120.0,0,3,1233.1089167845357,150.0,10.0,24.0,False,1547.0
0.1941042433664641,0.19271367409656232,1296.5647502250224,4.998176943699732,17.243710455764074,0.0,120.0,0,3,1233.1089167845357,150.0,10.0,24.0,False,1559.0
0.19643883048599198,0.19503153615614294,1296.5647502250224,2.9989061662198395,10.353723538873995,0.0,120.0,0,3,1233.1089167845357,150.0,10.0,24.0,False,1568.0
0.19765171533710332,0.19623573185974966,1296.5647502250224,1.9992707774798926,6.812515174262734,0.0,120.0,0,3,1233.1089167845357,150.0,10.0,24.0,False,1622.0
0.19883025972669102,0.19740583311804383,1296.5647502250224,0.9996353887399464,3.4512411796246645,0.0,120.0,0,3,1233.1089167845357,150.0,10.0,24.0,False,1647.0
0.025026074580808938,0.025118589248027214,1448.2931368136813,102.89921379310344,0.0,0.0,123.0,4,1,1233.1089167845357,120.0,24.0,24.0,False,1730.0
0.013605757618762801,0.01356395860212687,1162.8317281728173,3.000499924528303,4.87581237735849,0.0,120.0,2,4,1233.1089167845357,90.0,12.0,24.0,False,754.0
0.0266288372877675,0.037255433438735275,1105.0042574257425,0.0,41.00595892575039,0.0,100.0,1,1,1233.1089167845357,150.0,24.0,12.0,False,798.0
0.026288571274529302,0.03677937969028705,1105.0042574257425,0.0,68.00988309636651,0.0,100.0,1,1,1233.1089167845357,150.0,24.0,12.0,False,804.0
0.024614027181893802,0.024666393727740914,1335.2527227722774,15.684117314373436,106.90388085427273,0.0,120.0,3,6,1233.1089167845357,120.0,12.0,12.0,False,851.0
0.02522754010689478,0.037843044539707126,1105.0042574257425,0.0,43.20165211784325,0.0,110.0,3,6,1233.1089167845357,100.0,12.0,24.0,False,860.0
0.1940873342783067,0.19269688614567618,1162.8317281728173,6.997447721179624,1.8298325790884715,0.0,120.0,0,3,1233.1089167845357,150.0,10.0,24.0,False,912.0
0.02506477404707361,0.04897744253836542,1105.0042574257425,0.0,57.50219899944414,0.0,110.0,3,6,1233.1089167845357,100.0,12.0,24.0,False,947.0
0.02539359462378691,0.04961996941178393,1105.0042574257425,0.0,28.801101411895498,0.0,110.0,3,6,1233.1089167845357,100.0,12.0,24.0,False,972.0
0.09493759249434562,0.06019382411364594,1105.0042574257425,0.0,0.0,0.0,120.0,2,1,1233.1089167845357,200.0,12.0,6.0,True,972.0
0.19492718309964518,0.1935307182620624,1162.8317281728173,5.997812332439678,1.5684279249329758,0.0,120.0,0,3,1233.1089167845357,150.0,10.0,24.0,False,976.0
0.017164435290078956,0.01569760511199002,1320.229446605375,19.991176470588236,0.0,0.0,120.0,1,2,1233.1089167845357,60.0,12.0,24.0,False,978.0
0.013655781270591374,0.07009061960135765,1320.229446605375,87.82711904761905,0.0,0.0,90.0,3,6,1263.2298019801979,0.0,0.0,18.0,True,1050.0
0.011727584955183872,0.06019382411364595,1320.229446605375,298.4416666666667,0.0,0.0,90.0,3,6,1263.2298019801979,0.0,0.0,18.0,True,1280.0
0.009049062465419653,0.04644585193954162,1320.229446605375,740.5770270000002,0.0,0.0,90.0,3,6,1263.2298019801979,0.0,0.0,18.0,True,1300.0
0.013964735597980319,0.07167638022582275,1402.6343131188119,44.33990476190476,0.0,0.0,90.0,3,6,1263.2298019801979,0.0,0.0,18.0,True,1400.0
0.008629824914322976,0.008627204036226356,1105.0042574257425,0.0,1.0000015122873345,0.0,120.0,0,0,1286.14900990099,250.0,6.0,24.0,False,1069.0
0.074748347230989,0.07572771420749005,1105.0042574257425,0.0,0.0,0.0,120.0,2,2,1286.14900990099,150.0,12.0,24.0,False,1276.0
0.043016749142749396,0.042974486782914434,1335.2527227722774,9.99975382165605,3.0046574522292993,0.0,120.0,2,2,1286.14900990099,95.0,19.0,24.0,False,1283.0
0.008139898625395353,0.008122072902950795,1296.5647502250224,23.172090566037735,80.02505660377359,0.0,50.0,5,5,1364.6258279276203,200.0,16.0,24.0,False,1047.0
0.036916263847701705,0.03694604865355821,1105.0042574257425,0.0,2.9738283062645015,0.0,120.0,4,4,1364.6258279276203,200.0,24.0,72.0,False,1175.0
0.024478686356286423,0.024379728397116603,1335.2527227722774,15.846720000000001,107.454744,0.0,120.0,8,8,1364.6258279276203,120.0,24.0,24.0,False,1180.0
0.16181800686128894,0.3236472406090513,1296.5647502250224,2.0000391430838396,7.528036392488759,0.0,220.0,4,4,1364.6258279276203,270.0,72.0,24.0,False,1236.0
0.017439613540353966,0.01744483233244625,1335.2527227722774,10.004074285714285,1.3320732857142856,0.0,120.0,4,4,1364.6258279276203,200.0,24.0,24.0,False,1252.0
0.04295902533501329,0.08586555643950526,1105.0042574257425,0.0,3.0005150214592273,0.0,120.0,1,1,1364.6258279276203,100.0,12.0,24.0,False,1288.0
0.028864713237129257,0.028719775290828333,1448.2931368136813,200.52279069767445,0.0,0.0,120.0,2,2,1364.6258279276203,200.0,24.0,72.0,False,1296.0
0.030526541379493552,0.030373258920774276,1448.2931368136813,150.3920930232558,0.0,0.0,120.0,2,2,1364.6258279276203,200.0,24.0,72.0,False,1301.0
0.03645385097923519,0.036483262700817254,1320.229446605375,6.001726218097448,2.9738283062645015,0.0,120.0,4,4,1364.6258279276203,200.0,24.0,72.0,False,1322.0
0.03600287916110585,0.036031927029289715,1320.229446605375,12.003452436194896,2.9738283062645015,0.0,120.0,4,4,1364.6258279276203,200.0,24.0,72.0,False,1353.0
0.036610077645710594,0.03663961541420113,1448.2931368136813,6.001726218097448,2.9738283062645015,0.0,120.0,4,4,1364.6258279276203,200.0,24.0,72.0,False,1372.0
0.017439613540353966,0.01744483233244625,1335.2527227722774,20.006761428571426,1.3320732857142856,0.0,120.0,4,4,1364.6258279276203,200.0,24.0,24.0,False,1382.0
0.03430531055249309,0.03433298878718305,1320.229446605375,36.01035730858469,2.973828306264502,0.0,120.0,4,4,1364.6258279276203,200.0,24.0,72.0,False,1386.0
0.03629610249251315,0.03632538693935066,1402.6343131188119,6.001726218097448,2.9738283062645015,0.0,120.0,4,4,1364.6258279276203,200.0,24.0,72.0,False,1397.0
0.022595846114174478,0.02248238593517268,1320.229446605375,300.7841860465116,0.0,0.0,120.0,2,2,1364.6258279276203,200.0,24.0,72.0,False,1397.0
0.03630928513945811,0.036338580222328054,1448.2931368136813,12.003452436194895,2.973828306264501,0.0,120.0,4,4,1364.6258279276203,200.0,24.0,72.0,False,1428.0
0.026030567732009423,0.025899860837500194,1448.2931368136813,300.7841860465116,0.0,0.0,120.0,2,2,1364.6258279276203,200.0,24.0,72.0,False,1464.0
0.017439613540353966,0.01744483233244625,1335.2527227722774,30.00944857142857,1.3320732857142856,0.0,120.0,4,4,1364.6258279276203,200.0,24.0,24.0,False,1480.0
0.017439613540353966,0.01744483233244625,1335.2527227722774,40.01213571428571,1.3320732857142856,0.0,120.0,4,4,1364.6258279276203,200.0,24.0,24.0,False,1494.0
0.03515296705135725,0.03518132919285739,1448.2931368136813,36.01035730858469,2.9738283062645015,0.0,120.0,4,4,1364.6258279276203,200.0,24.0,72.0,False,1512.0
0.017439613540353966,0.01744483233244625,1335.2527227722774,50.016209999999994,1.3320732857142856,0.0,120.0,4,4,1364.6258279276203,200.0,24.0,24.0,False,1515.0
0.0304732607120603,0.030497847169613748,1320.229446605375,100.05580510440835,2.9738283062645015,0.0,120.0,4,4,1364.6258279276203,200.0,24.0,72.0,False,1518.0
0.06868617865448866,0.06853763560404506,1320.229446605375,50.33183505154639,1.3333731958762887,0.0,100.0,3,3,1364.6258279276203,300.0,2.0,336.0,False,1530.0
0.03569608875454306,0.0357248890978762,1402.6343131188119,12.003452436194895,2.9738283062645015,0.0,120.0,4,4,1364.6258279276203,200.0,24.0,72.0,False,1634.0
0.03240161358291519,0.03242775587548267,1448.2931368136813,100.05580510440835,2.9738283062645015,0.0,120.0,4,4,1364.6258279276203,200.0,24.0,72.0,False,1645.0
0.03348301655634021,0.03351003134721219,1402.6343131188119,36.010357308584695,2.973828306264501,0.0,120.0,4,4,1364.6258279276203,200.0,24.0,72.0,False,1777.0
0.008139898625395353,0.008122072902950795,1296.5647502250224,23.172090566037735,80.02505660377359,0.0,70.0,5,5,1364.6258279276203,200.0,16.0,24.0,False,933.0
0.157735586797075,0.3158332381308061,1296.5647502250224,2.1140629463105,7.2975234065062144,0.0,220.0,2,2,1364.6258279276203,200.0,24.0,24.0,False,974.0
0.16213502906722288,0.3243062044081984,1296.5647502250224,2.000343347639485,6.905185236051503,0.0,220.0,1,2,1370.0343543729375,250.0,0.0,16.0,False,1050.0
0.08153106762787506,0.06019382411364594,1105.0042574257425,0.0,0.0,0.0,120.0,0,5,1370.0343543729375,110.0,12.0,48.0,False,1080.0
0.04985680441044676,0.0522276124253236,1105.0042574257425,0.0,3.0005150214592273,0.0,120.0,2,5,1370.0343543729375,120.0,4.0,16.0,False,1084.0
0.06654355728320376,0.06646123601737071,1320.229446605375,29.962285714285713,0.0,24.0,120.0,2,2,1370.0343543729375,150.0,12.0,24.0,False,1100.0
0.031025357024295958,0.03789981518266596,1320.229446605375,41.781833333333324,0.0,0.0,120.0,4,8,1370.0343543729375,120.0,12.0,24.0,True,1130.0
0.06847618145634016,0.06839146933443016,1320.229446605375,14.981142857142856,23.969828571428575,48.0,120.0,2,2,1370.0343543729375,150.0,12.0,24.0,False,1138.0
0.06847618145634016,0.06839146933443016,1320.229446605375,14.981142857142856,23.969828571428575,24.0,120.0,2,2,1370.0343543729375,150.0,12.0,24.0,False,1145.0
0.06950289638030027,0.06941691410579187,1320.229446605375,14.981142857142856,11.984914285714288,48.0,120.0,2,2,1370.0343543729375,150.0,12.0,24.0,False,1181.0
0.06654355728320376,0.06646123601737071,1320.229446605375,29.962285714285713,0.0,0.0,120.0,2,2,1370.0343543729375,150.0,12.0,24.0,False,1185.0
0.06560182090861835,0.06552066466812513,1320.229446605375,29.962285714285713,11.984914285714288,48.0,120.0,2,2,1370.0343543729375,150.0,12.0,24.0,False,1200.0
0.06468636781298599,0.0646063440826969,1320.229446605375,29.962285714285713,23.96982857142857,48.0,120.0,2,2,1370.0343543729375,150.0,12.0,24.0,False,1220.0
0.025746652935118436,0.025883344368867755,1105.0042574257425,0.0,0.0,0.0,120.0,3,9,1370.0343543729375,120.0,18.0,24.0,False,1222.0
0.06950289638030027,0.06941691410579187,1320.229446605375,14.981142857142856,11.984914285714288,24.0,120.0,2,2,1370.0343543729375,150.0,12.0,24.0,False,1227.0
0.06654355728320376,0.06646123601737071,1320.229446605375,29.962285714285713,0.0,48.0,120.0,2,2,1370.0343543729375,150.0,12.0,24.0,False,1232.0
0.06468636781298599,0.0646063440826969,1320.229446605375,29.962285714285713,23.96982857142857,24.0,120.0,2,2,1370.0343543729375,150.0,12.0,24.0,False,1240.0
0.03221863998676888,0.03935750038199927,1448.2931368136813,23.87533333333333,0.0,0.0,120.0,4,8,1370.0343543729375,120.0,12.0,24.0,True,1250.0
0.025491735579325187,0.025627073632542335,1320.229446605375,6.000779999999999,0.0,0.0,120.0,3,9,1370.0343543729375,120.0,18.0,24.0,False,1343.0
0.06468636781298599,0.0646063440826969,1320.229446605375,29.962285714285713,23.96982857142857,0.0,120.0,2,2,1370.0343543729375,150.0,12.0,24.0,False,1351.0
0.07830044909840742,0.07622181612171144,1448.2931368136813,99.9391812865497,0.0,0.0,120.0,0,1,1370.0343543729375,25.0,24.0,23.0,False,1367.0
0.025280907826413974,0.02541512657500181,1448.2931368136813,15.001949999999999,5.227864000000001,0.0,120.0,3,9,1370.0343543729375,120.0,18.0,24.0,False,1378.0
0.018738950671985423,0.01882029126033891,1320.229446605375,16.89195266272189,0.0,0.0,120.0,1,7,1370.0343543729375,250.0,24.0,24.0,False,1380.0
0.0331108163566814,0.035299283267672225,1320.229446605375,32.625600000000006,20.693952000000007,0.0,120.0,3,7,1370.0343543729375,120.0,12.0,24.0,False,1382.0
0.06560182090861835,0.06552066466812513,1320.229446605375,29.962285714285713,11.984914285714288,24.0,120.0,2,2,1370.0343543729375,150.0,12.0,24.0,False,1390.0
0.02452062184296994,0.024650804160826434,1320.229446605375,30.003899999999998,0.0,0.0,120.0,3,9,1370.0343543729375,120.0,18.0,24.0,False,1391.5
